"date","federal_state","company","arrivals","nights"
"1984-03","W96-9",2,28559,71857
"1984-03","W96-9",3,16774,47780
"1984-03","W96-9",81,2785,8257
"1984-03","W96-9",60,34,210
"1984-04","W96-9",1,92248,249959
"1984-04","W96-9",2,45578,122248
"1984-04","W96-9",3,26769,76023
"1984-04","W96-9",70,2679,8174
"1984-04","W96-9",81,3051,8771
"1984-04","W96-9",60,126,511
"1984-05","W96-9",1,108398,280755
"1984-05","W96-9",2,46058,125256
"1984-05","W96-9",3,24851,73148
"1984-05","W96-9",70,1729,4661
"1984-05","W96-9",81,2158,7969
"1984-05","W96-9",60,89,185
"1984-06","W96-9",1,113621,290705
"1984-06","W96-9",2,48495,129211
"1984-06","W96-9",3,29108,80409
"1984-06","W96-9",70,6911,20165
"1984-06","W96-9",81,5394,15737
"1984-06","W96-9",60,101,290
"1984-07","W96-9",1,122537,307100
"1984-07","W96-9",2,59124,152132
"1984-07","W96-9",3,37819,109985
"1984-07","W96-9",70,26638,72992
"1984-07","W96-9",81,4978,11690
"1984-07","W96-9",60,156,464
"1984-08","W96-9",1,137778,357010
"1984-08","W96-9",2,66098,168277
"1984-08","W96-9",3,44684,124150
"1984-08","W96-9",70,33725,92181
"1984-08","W96-9",81,7296,15616
"1984-08","W96-9",60,158,581
"1984-09","W96-9",1,134673,351810
"1984-09","W96-9",2,63883,171071
"1984-09","W96-9",3,36349,103085
"1984-09","W96-9",70,6122,19044
"1984-09","W96-9",81,4923,14400
"1984-09","W96-9",60,89,387
"1984-10","W96-9",1,104253,279175
"1984-10","W96-9",2,42138,114504
"1984-10","W96-9",3,25152,72668
"1984-10","W96-9",70,1759,4688
"1984-10","W96-9",81,4626,14585
"1984-10","W96-9",60,84,430
"1984-11","W96-9",1,74677,193910
"1984-11","W96-9",2,30306,75202
"1984-11","W96-9",3,17211,49149
"1984-11","W96-9",70,159,471
"1984-11","W96-9",81,3864,9972
"1984-11","W96-9",60,20,90
"1984-12","W96-9",1,58440,153921
"1984-12","W96-9",2,24939,62114
"1984-12","W96-9",3,15195,39046
"1984-12","W96-9",81,2938,7780
"1984-12","W96-9",60,34,81
"1985-01","W96-9",1,40539,106425
"1985-01","W96-9",2,15169,41533
"1985-01","W96-9",3,8672,26703
"1985-01","W96-9",81,2324,8682
"1985-01","W96-9",60,22,154
"1985-02","W96-9",1,43738,107194
"1985-02","W96-9",2,14464,36308
"1985-02","W96-9",3,10034,27910
"1985-02","W96-9",81,2607,8496
"1985-02","W96-9",60,12,47
"1985-03","W96-9",1,78382,196328
"1985-03","W96-9",2,29445,75041
"1985-03","W96-9",3,19592,48304
"1985-03","W96-9",70,45,112
"1985-03","W96-9",81,4981,16464
"1985-03","W96-9",60,20,61
"1985-04","W96-9",1,98191,268814
"1985-04","W96-9",2,43476,115840
"1985-04","W96-9",3,27505,72473
"1985-04","W96-9",70,3216,8632
"1985-04","W96-9",81,6140,18006
"1985-04","W96-9",60,169,567
"1985-05","W96-9",1,118006,303290
"1985-05","W96-9",2,49803,126630
"1985-05","W96-9",3,30453,82812
"1985-05","W96-9",70,5695,17135
"1985-05","W96-9",81,6781,19404
"1985-05","W96-9",60,134,508
"1985-06","W96-9",1,119999,312078
"1985-06","W96-9",2,50218,127096
"1985-06","W96-9",3,33438,86619
"1985-06","W96-9",70,11987,29782
"1985-06","W96-9",81,7562,19381
"1985-06","W96-9",60,124,458
"1985-07","W96-9",1,126604,326208
"1985-07","W96-9",2,60249,157334
"1985-07","W96-9",3,41429,110780
"1985-07","W96-9",70,29303,75981
"1985-07","W96-9",81,7094,17470
"1985-07","W96-9",60,166,552
"1985-08","W96-9",1,140040,353197
"1985-08","W96-9",2,70755,184112
"1985-08","W96-9",3,46541,124147
"1985-08","W96-9",70,32809,87459
"1985-08","W96-9",81,8299,21081
"1985-08","W96-9",60,187,663
"1985-09","W96-9",1,138043,353860
"1985-09","W96-9",2,65496,171445
"1985-09","W96-9",3,38567,109047
"1985-09","W96-9",70,7769,20603
"1985-09","W96-9",81,6671,20167
"1985-09","W96-9",60,149,514
"1985-10","W96-9",1,110758,291820
"1985-10","W96-9",2,46931,121901
"1985-10","W96-9",3,25551,69255
"1985-10","W96-9",70,2388,8824
"1985-10","W96-9",81,5949,18871
"1985-10","W96-9",60,110,356
"1985-11","W96-9",1,72383,184076
"1985-11","W96-9",2,31337,73449
"1985-11","W96-9",3,17589,44314
"1985-11","W96-9",70,194,1637
"1985-11","W96-9",81,4397,12716
"1985-11","W96-9",60,36,89
"1985-12","W96-9",1,61484,154947
"1985-12","W96-9",2,28228,68967
"1985-12","W96-9",3,11775,29993
"1985-12","W96-9",70,231,835
"1985-12","W96-9",81,3571,9705
"1985-12","W96-9",60,32,141
"1986-01","W96-9",1,43985,113690
"1986-01","W96-9",2,17612,44836
"1986-01","W96-9",3,10051,28528
"1986-01","W96-9",70,41,150
"1986-01","W96-9",81,2146,6651
"1986-01","W96-9",60,9,83
"1986-02","W96-9",1,46972,112706
"1986-02","W96-9",2,13918,36925
"1986-02","W96-9",3,10433,26429
"1986-02","W96-9",70,23,131
"1986-02","W96-9",81,2559,8050
"1986-02","W96-9",60,10,32
"1986-03","W96-9",1,79167,206692
"1986-03","W96-9",2,37949,98635
"1986-03","W96-9",3,20659,54380
"1986-03","W96-9",70,545,1611
"1986-03","W96-9",81,5216,16195
"1986-03","W96-9",60,71,205
"1986-04","W96-9",1,99222,260383
"1986-04","W96-9",2,45968,122795
"1986-04","W96-9",3,24744,65159
"1986-04","W96-9",70,1583,4735
"1986-04","W96-9",81,6100,17621
"1986-04","W96-9",60,97,413
"1986-05","W96-9",1,102731,275688
"1986-05","W96-9",2,49263,133616
"1986-05","W96-9",3,28892,77889
"1986-05","W96-9",70,5705,16036
"1986-05","W96-9",81,3663,11837
"1986-05","W96-9",60,174,764
"1986-06","W96-9",1,92191,234753
"1986-06","W96-9",2,44089,111653
"1986-06","W96-9",3,22875,62092
"1986-06","W96-9",70,8619,22289
"1986-06","W96-9",81,8780,26760
"1986-06","W96-9",60,116,585
"1986-07","W96-9",1,91431,229540
"1986-07","W96-9",2,51803,132827
"1986-07","W96-9",3,31402,87627
"1986-07","W96-9",70,26001,66434
"1986-07","W96-9",81,7843,19215
"1986-07","W96-9",60,143,528
"1986-08","W96-9",1,116086,302111
"1986-08","W96-9",2,74729,190347
"1986-08","W96-9",3,39595,103105
"1986-08","W96-9",70,31531,84191
"1986-08","W96-9",81,8165,20851
"1986-08","W96-9",60,159,652
"1986-09","W96-9",1,122937,330219
"1986-09","W96-9",2,69099,182801
"1986-09","W96-9",3,31474,91996
"1986-09","W96-9",70,6996,18872
"1986-09","W96-9",81,6369,19125
"1986-09","W96-9",60,197,699
"1986-10","W96-9",1,115993,295717
"1986-10","W96-9",2,48725,130537
"1986-10","W96-9",3,25068,71421
"1986-10","W96-9",70,2598,8420
"1986-10","W96-9",81,6047,19000
"1986-10","W96-9",60,142,490
"1986-11","W96-9",1,80301,199912
"1986-11","W96-9",2,30933,75733
"1986-11","W96-9",3,13904,38952
"1986-11","W96-9",70,302,1372
"1986-11","W96-9",81,4509,12972
"1986-11","W96-9",60,40,191
"1986-12","W96-9",1,74432,182367
"1986-12","W96-9",2,28540,69777
"1986-12","W96-9",3,14021,37023
"1986-12","W96-9",70,330,1371
"1986-12","W96-9",81,4045,11529
"1986-12","W96-9",60,28,114
"1987-01","W96-9",1,42756,112399
"1987-01","W96-9",2,16050,42742
"1987-01","W96-9",3,8700,27309
"1987-01","W96-9",70,94,364
"1987-01","W96-9",81,2822,8796
"1987-01","W96-9",60,36,179
"1987-02","W96-9",1,50004,113794
"1987-02","W96-9",2,17935,43567
"1987-02","W96-9",3,10145,28163
"1987-02","W96-9",70,23,162
"1987-02","W96-9",81,3179,8686
"1987-02","W96-9",60,5,36
"1987-03","W96-9",1,76722,183764
"1987-03","W96-9",2,32134,77831
"1987-03","W96-9",3,16278,41799
"1987-03","W96-9",70,75,193
"1987-03","W96-9",81,5713,18625
"1987-03","W96-9",60,20,63
"1987-04","W96-9",1,105807,278415
"1987-04","W96-9",2,56494,145236
"1987-04","W96-9",3,25504,72716
"1987-04","W96-9",70,3007,9531
"1987-04","W96-9",81,7177,20692
"1987-04","W96-9",60,106,430
"1987-05","W96-9",1,119654,316577
"1987-05","W96-9",2,49724,134506
"1987-05","W96-9",3,25652,73842
"1987-05","W96-9",70,5818,15965
"1987-05","W96-9",81,6287,19457
"1987-05","W96-9",60,109,373
"1987-06","W96-9",1,127735,328309
"1987-06","W96-9",2,51338,134088
"1987-06","W96-9",3,25000,68325
"1987-06","W96-9",70,10462,28488
"1987-06","W96-9",81,7432,21067
"1987-06","W96-9",60,147,506
"1987-07","W96-9",1,99339,251080
"1987-07","W96-9",2,99690,245567
"1987-07","W96-9",3,32655,96959
"1987-07","W96-9",70,26929,68567
"1987-07","W96-9",81,8972,21766
"1987-07","W96-9",60,160,509
"1987-08","W96-9",1,152826,391509
"1987-08","W96-9",2,88101,232153
"1987-08","W96-9",3,44548,125888
"1987-08","W96-9",70,29955,81973
"1987-08","W96-9",81,8798,21374
"1987-08","W96-9",60,178,632
"1987-09","W96-9",1,140109,358330
"1987-09","W96-9",2,79683,210982
"1987-09","W96-9",3,45965,133925
"1987-09","W96-9",70,7969,22154
"1987-09","W96-9",81,7025,21235
"1987-09","W96-9",60,92,261
"1987-10","W96-9",1,129350,335943
"1987-10","W96-9",2,48949,127694
"1987-10","W96-9",3,24848,67612
"1987-10","W96-9",70,2115,9138
"1987-10","W96-9",81,6247,20607
"1987-10","W96-9",60,77,278
"1987-11","W96-9",1,85864,201809
"1987-11","W96-9",2,30758,72204
"1987-11","W96-9",3,16937,43519
"1987-11","W96-9",70,39,153
"1987-11","W96-9",81,4300,13549
"1987-11","W96-9",60,30,106
"1987-12","W96-9",1,85433,207274
"1987-12","W96-9",2,27970,65589
"1987-12","W96-9",3,14741,38270
"1987-12","W96-9",70,559,2383
"1987-12","W96-9",81,3730,9955
"1987-12","W96-9",60,16,58
"1988-01","W96-9",1,56263,144748
"1988-01","W96-9",2,25379,64225
"1988-01","W96-9",3,10902,33294
"1988-01","W96-9",70,173,924
"1988-01","W96-9",81,1945,4638
"1988-01","W96-9",60,2,14
"1988-02","W96-9",1,56442,129573
"1988-02","W96-9",2,26270,60737
"1988-02","W96-9",3,10806,29177
"1988-02","W96-9",70,49,354
"1988-02","W96-9",81,3491,10328
"1988-02","W96-9",60,2,32
"1988-03","W96-9",1,104046,245291
"1988-03","W96-9",2,50969,123037
"1988-03","W96-9",3,17572,47241
"1988-03","W96-9",70,313,1082
"1988-03","W96-9",81,6999,21020
"1988-03","W96-9",60,136,414
"1988-04","W96-9",1,125792,324181
"1988-04","W96-9",2,54937,143537
"1988-04","W96-9",3,23837,65528
"1988-04","W96-9",70,2935,8660
"1988-04","W96-9",81,7202,19381
"1988-04","W96-9",60,82,245
"1988-05","W96-9",1,125637,321300
"1988-05","W96-9",2,55232,146967
"1988-05","W96-9",3,26811,71324
"1988-05","W96-9",70,6029,17119
"1988-05","W96-9",81,6891,19941
"1988-05","W96-9",60,69,290
"1988-06","W96-9",1,120381,292724
"1988-06","W96-9",2,59020,153389
"1988-06","W96-9",3,27494,76515
"1988-06","W96-9",70,11235,27116
"1988-06","W96-9",81,7449,20719
"1988-06","W96-9",60,62,169
"1988-07","W96-9",1,125252,311768
"1988-07","W96-9",2,76986,190578
"1988-07","W96-9",3,31618,91339
"1988-07","W96-9",70,30922,73306
"1988-07","W96-9",81,8725,21000
"1988-07","W96-9",60,104,361
"1988-08","W96-9",1,134542,352380
"1988-08","W96-9",2,104291,265567
"1988-08","W96-9",3,41669,118992
"1988-08","W96-9",70,37393,94797
"1988-08","W96-9",81,10521,23990
"1988-08","W96-9",60,122,387
"1988-09","W96-9",1,148459,360228
"1988-09","W96-9",2,91143,236653
"1988-09","W96-9",3,36289,107960
"1988-09","W96-9",70,8044,20867
"1988-09","W96-9",81,7324,20874
"1988-09","W96-9",60,121,369
"1988-10","W96-9",1,135617,347640
"1988-10","W96-9",2,62191,161275
"1988-10","W96-9",3,31362,88022
"1988-10","W96-9",70,6027,17271
"1988-10","W96-9",81,7159,20147
"1988-10","W96-9",60,70,312
"1988-11","W96-9",1,95631,224420
"1988-11","W96-9",2,40889,94042
"1988-11","W96-9",3,17513,45431
"1988-11","W96-9",70,406,2697
"1988-11","W96-9",81,5522,15246
"1988-11","W96-9",60,44,195
"1988-12","W96-9",1,82756,210553
"1988-12","W96-9",2,37918,91271
"1988-12","W96-9",3,16623,44157
"1988-12","W96-9",70,305,1149
"1988-12","W96-9",81,4382,10222
"1988-12","W96-9",60,30,164
"1989-01","W96-9",1,60011,149900
"1989-01","W96-9",2,24472,63559
"1989-01","W96-9",3,11275,33942
"1989-01","W96-9",70,160,815
"1989-01","W96-9",81,3589,9597
"1989-01","W96-9",60,19,52
"1989-02","W96-9",1,67557,152561
"1989-02","W96-9",2,27213,69694
"1989-02","W96-9",3,11125,27313
"1989-02","W96-9",70,83,219
"1989-02","W96-9",81,4767,12105
"1989-02","W96-9",60,17,97
"1989-03","W96-9",1,112690,281040
"1989-03","W96-9",2,50361,132496
"1989-03","W96-9",3,21493,53023
"1989-03","W96-9",70,1348,4821
"1989-03","W96-9",81,7937,19878
"1989-03","W96-9",60,29,99
"1989-04","W96-9",1,137427,334731
"1989-04","W96-9",2,68158,177891
"1989-04","W96-9",3,25585,64930
"1989-04","W96-9",70,1791,5058
"1989-04","W96-9",81,8735,22318
"1989-04","W96-9",60,102,336
"1989-05","W96-9",1,138085,360774
"1989-05","W96-9",2,68601,184242
"1989-05","W96-9",3,30060,80070
"1989-05","W96-9",70,5929,15791
"1989-05","W96-9",81,8182,23540
"1989-05","W96-9",60,145,514
"1989-06","W96-9",1,134271,327256
"1989-06","W96-9",2,62973,159233
"1989-06","W96-9",3,27178,79301
"1989-06","W96-9",70,8751,22020
"1989-06","W96-9",81,9794,25290
"1989-06","W96-9",60,85,243
"1989-07","W96-9",1,127665,311445
"1989-07","W96-9",2,81240,198785
"1989-07","W96-9",3,33518,93079
"1989-07","W96-9",70,27811,67714
"1989-07","W96-9",81,12887,28456
"1989-07","W96-9",60,101,309
"1989-08","W96-9",1,159136,402224
"1989-08","W96-9",2,110175,281162
"1989-08","W96-9",3,42424,126601
"1989-08","W96-9",70,34775,87022
"1989-08","W96-9",81,13764,29068
"1989-08","W96-9",60,187,689
"1989-09","W96-9",1,151367,379231
"1989-09","W96-9",2,93510,244495
"1989-09","W96-9",3,33640,99184
"1989-09","W96-9",70,8923,23105
"1989-09","W96-9",81,10952,26080
"1989-09","W96-9",60,106,384
"1989-10","W96-9",1,144022,361584
"1989-10","W96-9",2,60093,157488
"1989-10","W96-9",3,30815,82895
"1989-10","W96-9",70,2460,7929
"1989-10","W96-9",81,8009,22604
"1989-10","W96-9",60,118,336
"1989-11","W96-9",1,107352,248598
"1989-11","W96-9",2,41222,104993
"1989-11","W96-9",3,18146,49465
"1989-11","W96-9",70,668,3424
"1989-11","W96-9",81,3826,12367
"1989-11","W96-9",60,64,186
"1989-12","W96-9",1,97067,242520
"1989-12","W96-9",2,39509,102762
"1989-12","W96-9",3,15481,44336
"1989-12","W96-9",70,444,1316
"1989-12","W96-9",81,6003,14410
"1989-12","W96-9",60,23,85
"1990-01","W96-9",1,72106,177555
"1990-01","W96-9",2,26518,67081
"1990-01","W96-9",3,11986,37094
"1990-01","W96-9",70,298,1111
"1990-01","W96-9",81,4752,13781
"1990-01","W96-9",60,25,66
"1990-02","W96-9",1,77184,173680
"1990-02","W96-9",2,28080,67699
"1990-02","W96-9",3,12173,34233
"1990-02","W96-9",70,189,407
"1990-02","W96-9",81,6977,16583
"1990-02","W96-9",60,14,38
"1990-03","W96-9",1,117914,274420
"1990-03","W96-9",2,51422,129172
"1990-03","W96-9",3,17473,44711
"1990-03","W96-9",70,391,1027
"1990-03","W96-9",81,8356,22914
"1990-03","W96-9",60,42,202
"1990-04","W96-9",1,147168,377982
"1990-04","W96-9",2,71091,186223
"1990-04","W96-9",3,28406,77831
"1990-04","W96-9",70,3978,10717
"1990-04","W96-9",81,11059,29023
"1990-04","W96-9",60,95,346
"1990-05","W96-9",1,162885,404884
"1990-05","W96-9",2,64786,164685
"1990-05","W96-9",3,25977,71640
"1990-05","W96-9",70,4742,12666
"1990-05","W96-9",81,11032,28818
"1990-05","W96-9",60,91,280
"1990-06","W96-9",1,161598,396815
"1990-06","W96-9",2,60655,153591
"1990-06","W96-9",3,30286,76542
"1990-06","W96-9",70,10446,25703
"1990-06","W96-9",81,12789,31148
"1990-06","W96-9",60,113,318
"1990-07","W96-9",1,149876,371585
"1990-07","W96-9",2,79372,193523
"1990-07","W96-9",3,40224,106347
"1990-07","W96-9",70,29795,69638
"1990-07","W96-9",81,14938,31353
"1990-07","W96-9",60,82,259
"1990-08","W96-9",1,184282,451616
"1990-08","W96-9",2,109876,278462
"1990-08","W96-9",3,63306,169457
"1990-08","W96-9",70,37257,91463
"1990-08","W96-9",81,16718,32727
"1990-08","W96-9",60,114,354
"1990-09","W96-9",1,174875,426171
"1990-09","W96-9",2,102444,249483
"1990-09","W96-9",3,51127,127632
"1990-09","W96-9",70,9541,22622
"1990-09","W96-9",81,10901,28251
"1990-09","W96-9",60,45,134
"1990-10","W96-9",1,157102,394976
"1990-10","W96-9",2,65731,169064
"1990-10","W96-9",3,28364,78057
"1990-10","W96-9",70,197,678
"1990-10","W96-9",81,11207,28447
"1990-10","W96-9",60,49,167
"1990-11","W96-9",1,137050,299451
"1990-11","W96-9",2,41609,103213
"1990-11","W96-9",3,16857,46361
"1990-11","W96-9",70,669,1946
"1990-11","W96-9",81,6895,19015
"1990-11","W96-9",60,7,24
"1990-12","W96-9",1,95382,244990
"1990-12","W96-9",2,36486,93175
"1990-12","W96-9",3,15570,41490
"1990-12","W96-9",70,472,1195
"1990-12","W96-9",81,4236,10455
"1990-12","W96-9",60,10,22
"1991-01","W96-9",1,65107,158815
"1991-01","W96-9",2,23929,61351
"1991-01","W96-9",3,12694,32627
"1991-01","W96-9",70,148,819
"1991-01","W96-9",81,7672,19555
"1991-01","W96-9",60,7,17
"1991-02","W96-9",1,54767,127185
"1991-02","W96-9",2,20988,52556
"1991-02","W96-9",3,10628,28429
"1991-02","W96-9",70,92,350
"1991-02","W96-9",81,6746,15459
"1991-02","W96-9",60,2,19
"1991-03","W96-9",1,92995,228986
"1991-03","W96-9",2,42456,111434
"1991-03","W96-9",3,20082,52501
"1991-03","W96-9",70,852,2326
"1991-03","W96-9",81,9007,23691
"1991-03","W96-9",60,13,56
"1991-04","W96-9",1,119513,293734
"1991-04","W96-9",2,51714,136177
"1991-04","W96-9",3,24933,63495
"1991-04","W96-9",70,2153,6121
"1991-04","W96-9",81,6112,16391
"1991-04","W96-9",60,25,103
"1991-05","W96-9",1,145864,372936
"1991-05","W96-9",2,60433,159074
"1991-05","W96-9",3,30421,76988
"1991-05","W96-9",70,5737,15201
"1991-05","W96-9",81,11173,28528
"1991-05","W96-9",60,73,309
"1991-06","W96-9",1,138458,350836
"1991-06","W96-9",2,53168,139661
"1991-06","W96-9",3,28397,72491
"1991-06","W96-9",70,7705,19943
"1991-06","W96-9",81,8521,20730
"1991-06","W96-9",60,50,172
"1991-07","W96-9",1,122916,299975
"1991-07","W96-9",2,60969,158148
"1991-07","W96-9",3,46275,125530
"1991-07","W96-9",70,28016,67762
"1991-07","W96-9",81,14243,31451
"1991-07","W96-9",60,49,266
"1991-08","W96-9",1,176799,453263
"1991-08","W96-9",2,89564,235305
"1991-08","W96-9",3,64851,172815
"1991-08","W96-9",70,42710,110033
"1991-08","W96-9",81,16216,31934
"1991-08","W96-9",60,56,199
"1991-09","W96-9",1,157580,421010
"1991-09","W96-9",2,74269,196039
"1991-09","W96-9",3,52862,141172
"1991-09","W96-9",70,9730,22504
"1991-09","W96-9",81,11440,29779
"1991-09","W96-9",60,68,237
"1991-10","W96-9",1,159069,399680
"1991-10","W96-9",2,61618,162694
"1991-10","W96-9",3,27846,74499
"1991-10","W96-9",70,253,654
"1991-10","W96-9",81,11638,29876
"1991-10","W96-9",60,22,68
"1991-11","W96-9",1,116262,276776
"1991-11","W96-9",2,39309,98958
"1991-11","W96-9",3,17220,44328
"1991-11","W96-9",70,500,2122
"1991-11","W96-9",81,7641,18144
"1991-11","W96-9",60,11,62
"1991-12","W96-9",1,105092,266558
"1991-12","W96-9",2,36608,96520
"1991-12","W96-9",3,15348,39544
"1991-12","W96-9",70,380,1498
"1991-12","W96-9",81,7168,19470
"1991-12","W96-9",60,27,117
"1992-01","W96-9",1,73429,178106
"1992-01","W96-9",2,25143,66022
"1992-01","W96-9",3,12161,30623
"1992-01","W96-9",70,213,555
"1992-01","W96-9",81,5906,13518
"1992-01","W96-9",60,14,50
"1992-02","W96-9",1,85577,193533
"1992-02","W96-9",2,26379,64875
"1992-02","W96-9",3,11489,29637
"1992-02","W96-9",70,80,234
"1992-02","W96-9",81,6162,16040
"1992-02","W96-9",60,3,13
"1992-03","W96-9",1,124859,298493
"1992-03","W96-9",2,47016,120896
"1992-03","W96-9",3,16928,42885
"1992-03","W96-9",70,361,1124
"1992-03","W96-9",81,9831,27052
"1992-03","W96-9",60,36,169
"1992-04","W96-9",1,145773,355363
"1992-04","W96-9",2,56786,151790
"1992-04","W96-9",3,25906,65768
"1992-04","W96-9",70,4157,11520
"1992-04","W96-9",81,10917,29325
"1992-04","W96-9",60,41,159
"1992-05","W96-9",1,179128,414309
"1992-05","W96-9",2,59804,161765
"1992-05","W96-9",3,26733,71837
"1992-05","W96-9",70,5020,13191
"1992-05","W96-9",81,10966,30041
"1992-05","W96-9",60,24,142
"1992-06","W96-9",1,142172,331116
"1992-06","W96-9",2,53324,138571
"1992-06","W96-9",3,27339,67305
"1992-06","W96-9",70,9204,24497
"1992-06","W96-9",81,12645,32097
"1992-06","W96-9",60,147,307
"1992-07","W96-9",1,137638,334472
"1992-07","W96-9",2,63800,164703
"1992-07","W96-9",3,51362,139447
"1992-07","W96-9",70,26130,65524
"1992-07","W96-9",81,14487,30823
"1992-07","W96-9",60,45,238
"1992-08","W96-9",1,165431,428505
"1992-08","W96-9",2,82776,213402
"1992-08","W96-9",3,61201,161395
"1992-08","W96-9",70,35299,88263
"1992-08","W96-9",81,13960,31745
"1992-08","W96-9",60,53,264
"1992-09","W96-9",1,170194,420955
"1992-09","W96-9",2,74497,193685
"1992-09","W96-9",3,44331,120459
"1992-09","W96-9",70,8344,19659
"1992-09","W96-9",81,11035,29907
"1992-09","W96-9",60,62,188
"1992-10","W96-9",1,165291,387593
"1992-10","W96-9",2,57019,149150
"1992-10","W96-9",3,25523,65441
"1992-10","W96-9",70,2832,7945
"1992-10","W96-9",81,10889,30049
"1992-10","W96-9",60,21,76
"1992-11","W96-9",1,108710,251037
"1992-11","W96-9",2,35599,88838
"1992-11","W96-9",3,15873,40422
"1992-11","W96-9",70,344,1018
"1992-11","W96-9",81,7333,21525
"1992-11","W96-9",60,28,101
"1992-12","W96-9",1,110972,267337
"1992-12","W96-9",2,35728,88244
"1992-12","W96-9",3,16110,39386
"1992-12","W96-9",70,470,1191
"1992-12","W96-9",81,6013,16853
"1992-12","W96-9",60,21,75
"1993-01","W96-9",1,72887,185082
"1993-01","W96-9",2,23329,63084
"1993-01","W96-9",3,12187,32696
"1993-01","W96-9",70,151,1000
"1993-01","W96-9",81,5106,15733
"1993-01","W96-9",60,17,73
"1993-02","W96-9",1,75262,170935
"1993-02","W96-9",2,23835,61036
"1993-02","W96-9",3,11733,30777
"1993-02","W96-9",81,6158,16819
"1993-02","W96-9",60,11,42
"1993-03","W96-9",1,120688,278767
"1993-03","W96-9",2,43878,108399
"1993-03","W96-9",3,16241,43365
"1993-03","W96-9",70,170,398
"1993-03","W96-9",81,7508,23336
"1993-03","W96-9",60,4,8
"1993-04","W96-9",1,130990,318301
"1993-04","W96-9",2,52929,140340
"1993-04","W96-9",3,25003,63843
"1993-04","W96-9",70,3164,8451
"1993-04","W96-9",81,10206,27396
"1993-04","W96-9",60,28,153
"1993-05","W96-9",1,152806,393866
"1993-05","W96-9",2,55117,152906
"1993-05","W96-9",3,25329,69537
"1993-05","W96-9",70,4176,11490
"1993-05","W96-9",81,10296,28376
"1993-05","W96-9",60,73,248
"1993-06","W96-9",1,155137,387348
"1993-06","W96-9",2,54641,147216
"1993-06","W96-9",3,27634,69440
"1993-06","W96-9",70,8164,21424
"1993-06","W96-9",81,12220,32166
"1993-06","W96-9",60,50,172
"1993-07","W96-9",1,133655,336844
"1993-07","W96-9",2,53726,141057
"1993-07","W96-9",3,41824,115064
"1993-07","W96-9",70,20492,51861
"1993-07","W96-9",81,14235,30583
"1993-07","W96-9",60,96,326
"1993-08","W96-9",1,154001,386178
"1993-08","W96-9",2,68826,177919
"1993-08","W96-9",3,53346,141067
"1993-08","W96-9",70,22012,55616
"1993-08","W96-9",81,13227,31677
"1993-08","W96-9",60,97,342
"1993-09","W96-9",1,166385,417662
"1993-09","W96-9",2,65690,176995
"1993-09","W96-9",3,42639,117869
"1993-09","W96-9",70,4819,11619
"1993-09","W96-9",81,10461,28115
"1993-09","W96-9",60,71,304
"1993-10","W96-9",1,158143,393112
"1993-10","W96-9",2,53748,141125
"1993-10","W96-9",3,23549,60902
"1993-10","W96-9",70,4210,11310
"1993-10","W96-9",81,9884,28913
"1993-10","W96-9",60,47,183
"1993-11","W96-9",1,108645,248480
"1993-11","W96-9",2,33275,84425
"1993-11","W96-9",3,14862,38266
"1993-11","W96-9",70,416,1374
"1993-11","W96-9",81,7003,19899
"1993-11","W96-9",60,23,89
"1993-12","W96-9",1,111725,272775
"1993-12","W96-9",2,33751,82824
"1993-12","W96-9",3,14314,35288
"1993-12","W96-9",70,225,755
"1993-12","W96-9",81,5030,12896
"1993-12","W96-9",60,47,110
"1994-01","W96-9",1,76162,186748
"1994-01","W96-9",2,23345,61069
"1994-01","W96-9",3,11521,30179
"1994-01","W96-9",70,236,1639
"1994-01","W96-9",81,5414,14832
"1994-01","W96-9",60,19,46
"1994-02","W96-9",1,81717,178137
"1994-02","W96-9",2,23241,58176
"1994-02","W96-9",3,11042,27535
"1994-02","W96-9",81,5451,15536
"1994-02","W96-9",60,23,63
"1994-03","W96-9",1,128740,295646
"1994-03","W96-9",2,42018,107013
"1994-03","W96-9",3,16119,41464
"1994-03","W96-9",70,418,1217
"1994-03","W96-9",81,9033,25211
"1994-03","W96-9",60,24,91
"1994-04","W96-9",1,148165,370266
"1994-04","W96-9",2,54877,149806
"1994-04","W96-9",3,22535,57698
"1994-04","W96-9",70,2483,6776
"1994-04","W96-9",81,7954,19826
"1994-04","W96-9",60,37,156
"1994-05","W96-9",1,167740,415410
"1994-05","W96-9",2,57342,153046
"1994-05","W96-9",3,26420,69241
"1994-05","W96-9",70,4324,12374
"1994-05","W96-9",81,11218,29650
"1994-05","W96-9",60,62,194
"1994-06","W96-9",1,167505,400480
"1994-06","W96-9",2,53538,140667
"1994-06","W96-9",3,23750,63148
"1994-06","W96-9",70,6110,16091
"1994-06","W96-9",81,11585,30074
"1994-06","W96-9",60,31,79
"1994-07","W96-9",1,158418,378726
"1994-07","W96-9",2,58714,154535
"1994-07","W96-9",3,37824,106303
"1994-07","W96-9",70,18713,46313
"1994-07","W96-9",81,14492,32095
"1994-07","W96-9",60,99,326
"1994-08","W96-9",1,176922,432726
"1994-08","W96-9",2,70230,183267
"1994-08","W96-9",3,46473,131913
"1994-08","W96-9",70,24760,60745
"1994-08","W96-9",81,9791,20869
"1994-08","W96-9",60,84,236
"1994-09","W96-9",1,187922,445877
"1994-09","W96-9",2,68642,183781
"1994-09","W96-9",3,39521,112423
